,Title,Genre,Director,Actors,Plot
445,The Festival,"Comedy, Music, Romance            ",Iain Morris,"['Joe Thomas', 'Hannah Tointon', 'Hammed Animashaun', 'Hugh Coles']","After Nick's girlfriend dumps him, his best mate Shane has the perfect antidote to his break-up blues: three days at an epic music festival."
446,Begin Again,"Comedy, Drama, Music            ",John Carney,"['Keira Knightley', 'Mark Ruffalo', 'Adam Levine', 'Hailee Steinfeld']","A chance encounter between a down-and-out music-business executive and a young singer-songwriter, new to Manhattan, turns into a promising collaboration between the two talents."
447,The Piano,"Drama, Music, Romance            ",Jane Campion,"['Holly Hunter', 'Harvey Keitel', 'Sam Neill', 'Anna Paquin']","In the mid-19th century, a mute woman is sent to New Zealand along with her young daughter and prized piano for an arranged marriage to a wealthy landowner, but is soon lusted after by a local worker on the plantation."
448,The Apartment,"Comedy, Drama, Romance            ",Billy Wilder,"['Jack Lemmon', 'Shirley MacLaine', 'Fred MacMurray', 'Ray Walston']","A man tries to rise in his company by letting its executives use his apartment for trysts, but complications and a romance of his own ensue."
449,Meet the Fockers,"Comedy, Romance            ",Jay Roach,"['Ben Stiller', 'Robert De Niro', 'Blythe Danner', 'Teri Polo']",All hell breaks loose when the Byrnes family meets the Focker family for the first time.
450,Kicking & Screaming,"Comedy, Family, Romance            ",Jesse Dylan,"['Will Ferrell', 'Robert Duvall', 'Josh Hutcherson', 'Mike Ditka']","Family man Phil Weston, a lifelong victim of his father's competitive nature, takes on the coaching duties of a kids' soccer team, and soon finds that he's also taking on his father's dysfunctional way of relating."
451,Say Anything...,"Comedy, Drama, Romance            ",Cameron Crowe,"['John Cusack', 'Ione Skye', 'John Mahoney', 'Lili Taylor']",A noble underachiever and a beautiful valedictorian fall in love the summer before she goes off to college.
452,10,"Comedy, Romance            ",Blake Edwards,"['Dudley Moore', 'Bo Derek', 'Julie Andrews', 'Robert Webber']","A Hollywood composer goes through a mid-life crisis and becomes infatuated with a sexy, newly married woman."
453,Welcome to Marwen,"Biography, Comedy, Drama            ",Robert Zemeckis,"['Steve Carell', 'Falk Hentschel', ""Matt O'Leary"", 'Nikolai Witschl']",A victim of a brutal attack finds a unique and beautiful therapeutic outlet to help him through his recovery process.
454,Leap Year,"Comedy, Romance            ",Anand Tucker,"['Amy Adams', 'Matthew Goode', 'Adam Scott', 'John Lithgow']","Anna Brady plans to travel to Dublin, Ireland to propose marriage to her boyfriend Jeremy on Leap Day, because, according to Irish tradition, a man who receives a marriage proposal on a leap day must accept it."
455,The Hours,"Drama, Romance            ",Stephen Daldry,"['Meryl Streep', 'Nicole Kidman', 'Julianne Moore', 'Stephen Dillane']","The story of how the novel ""Mrs. Dalloway"" affects three generations of women, all of whom, in one way or another, have had to deal with suicide in their lives."
456,The Choice,"Drama, Romance            ",Ross Katz,"['Benjamin Walker', 'Teresa Palmer', 'Alexandra Daddario', 'Maggie Grace']",Travis and Gabby first meet as neighbors in a small coastal town and wind up in a relationship that is tested by life's most defining events.
457,Drop Dead Gorgeous,"Comedy, Romance, Thriller            ",Michael Patrick Jann,"['Kirsten Dunst', 'Denise Richards', 'Ellen Barkin', 'Allison Janney']",A small-town beauty pageant turns deadly as it becomes clear that someone will go to any lengths to win.
458,Someone Great,"Comedy, Romance            ",Jennifer Kaytin Robinson,"['Gina Rodriguez', 'LaKeith Stanfield', 'Brittany Snow', 'DeWanda Wise']","After a devastating break up on the eve of her cross-country move, Jenny enjoys one last NYC adventure with her two best pals. Someone Great is a romantic comedy about love, loss, growth and the everlasting bond of female friendship."
459,Chloe,"Drama, Mystery, Romance            ",Atom Egoyan,"['Julianne Moore', 'Amanda Seyfried', 'Liam Neeson', 'Max Thieriot']","Suspecting her husband of infidelity, gynecologist Dr. Catherine Stewart hires an escort named Chloe in order to test his faithfulness. Soon, the relationships between all three intensify."
460,What to Expect When You're Expecting,"Comedy, Drama, Romance            ",Kirk Jones,"['Cameron Diaz', 'Matthew Morrison', 'J. Todd Smith', 'Dennis Quaid']","Follows the lives of five interconnected couples as they experience the thrills and surprises of having a baby and realize that no matter what you plan for, life does not always deliver what is expected."
461,Labor Day,"Drama, Romance, Thriller            ",Jason Reitman,"['Kate Winslet', 'Josh Brolin', 'Gattlin Griffith', 'Clark Gregg']","Depressed single mom Adele and her son Henry offer a wounded, fearsome man a ride. As police search town for the escaped convict, the mother and son gradually learn his true story as their options become increasingly limited."
462,The Exception,"Drama, Romance, War            ",David Leveaux,"['Lily James', 'Jai Courtney', 'Christopher Plummer', 'Loïs Alessandra']","A German soldier tries to determine if the Dutch resistance has planted a spy to infiltrate the home of Kaiser Wilhelm in Holland during the onset of World War II, but falls for a young Jewish Dutch woman during his investigation."
463,The Best of Me,"Drama, Romance            ",Michael Hoffman,"['James Marsden', 'Michelle Monaghan', 'Luke Bracey', 'Liana Liberato']",A pair of former high school sweethearts reunite after many years when they return to visit their small hometown.
464,A Room with a View,"Drama, Romance            ",James Ivory,"['Maggie Smith', 'Helena Bonham Carter', 'Denholm Elliott', 'Julian Sands']","In a Florence pensione circa 1900 with English guests, George Emerson (Julian Sands) and his dad (Denholm Elliott) offer their rooms with views to Lucy Honeychurch (Helena Bonham Carter) and her chaperone, Charlotte Bartlett (Dame Maggie Smith). Lucy and George get acquainted, but Lucy returns to England. George and Lucy meet again, but now she's engaged."
465,Mystic Pizza,"Comedy, Drama, Romance            ",Donald Petrie,"['Annabeth Gish', 'Julia Roberts', 'Lili Taylor', ""Vincent D'Onofrio""]",Three teenage girls come of age while working at a pizza parlor in the Connecticut town of Mystic.
466,Saving Silverman,"Comedy, Crime, Romance            ",Dennis Dugan,"['Jason Biggs', 'Steve Zahn', 'Jack Black', 'Amanda Peet']",A pair of buddies conspire to save their best friend from marrying the wrong woman.
467,What Men Want,"Comedy, Fantasy, Romance            ",Adam Shankman,"['Taraji P. Henson', 'Kristen Ledlow', 'Josh Brener', 'Kellan Lutz']","A woman is boxed out by the male sports agents in her profession, but gains an unexpected edge over them when she develops the ability to hear men's thoughts."
468,The Parent Trap,"Comedy, Family, Romance            ",David Swift,"['Hayley Mills', ""Maureen O'Hara"", 'Brian Keith', 'Charles Ruggles']",Teenage twin sisters swap places and scheme to reunite their divorced parents.
469,Leatherheads,"Comedy, Drama, Romance            ",George Clooney,"['George Clooney', 'Renée Zellweger', 'John Krasinski', 'David de Vries']","In 1925, an enterprising pro football player convinces America's too-good-to-be-true college football hero to play for his team and keep the league from going under."
470,The Light Between Oceans,"Drama, Romance            ",Derek Cianfrance,"['Michael Fassbender', 'Alicia Vikander', 'Rachel Weisz', 'Florence Clery']",A lighthouse keeper and his wife living off the coast of Western Australia raise a baby they rescue from a drifting rowing boat.
471,Warm Bodies,"Comedy, Horror, Romance            ",Jonathan Levine,"['Nicholas Hoult', 'Teresa Palmer', 'John Malkovich', 'Analeigh Tipton']","After a highly unusual zombie saves a still-living girl from an attack, the two form a relationship that sets in motion events that might transform the entire lifeless world."
472,Chocolat,"Drama, Romance            ",Lasse Hallström,"['Juliette Binoche', 'Judi Dench', 'Alfred Molina', 'Carrie-Anne Moss']",A woman and her daughter open a chocolate shop in a small French village that shakes up the rigid morality of the community.
473,The Little Hours,"Comedy, Romance            ",Jeff Baena,"['Alison Brie', 'Dave Franco', 'Kate Micucci', 'Aubrey Plaza']","In the Middle Ages, a young servant fleeing from his master takes refuge at a convent full of emotionally unstable nuns. Introduced as a deaf mute man, he must fight to hold his cover as the nuns try to resist temptation."
474,¡Átame!,"Comedy, Crime, Drama            ",Pedro Almodóvar,"['Victoria Abril', 'Antonio Banderas', 'Loles León', 'Julieta Serrano']",An unbalanced but alluring former mental patient takes a porn star prisoner in the hopes of convincing her to marry him.
475,Wo hu cang long,"Action, Adventure, Fantasy            ",Ang Lee,"['Yun-Fat Chow', 'Michelle Yeoh', 'Ziyi Zhang', 'Chen Chang']",A young Chinese warrior steals a sword from a famed swordsman and then escapes into a world of romantic adventure with a mysterious man in the frontier of the nation.
476,The Lifeguard,"Drama, Romance            ",Liz W. Garcia,"['Kristen Bell', 'Mamie Gummer', 'Martin Starr', 'Joshua Harto']",A former valedictorian quits her reporter job in New York and returns to the place she last felt happy: her childhood home in Connecticut. She gets work as a lifeguard and starts a dangerous relationship with a troubled teenager.
477,Hope Floats,"Drama, Romance            ",Forest Whitaker,"['Sandra Bullock', 'Harry Connick Jr.', 'Gena Rowlands', 'Mae Whitman']","Birdee Calvert must choose between her morals and her heart after her husband divorces her and a charming young man, who her daughter disapproves of, comes back into her life."
478,Sabrina,"Comedy, Drama, Romance            ",Sydney Pollack,"['Harrison Ford', 'Julia Ormond', 'Greg Kinnear', 'Nancy Marchand']","An ugly duckling having undergone a remarkable change, still harbors feelings for her crush: a carefree playboy, but not before his business-focused brother has something to say about it."
479,Rio Lobo,"Adventure, Romance, War            ",Howard Hawks,"['John Wayne', 'Jorge Rivero', ""Jennifer O'Neill"", 'Jack Elam']","After the Civil War, Cord McNally searches for the traitor whose treachery caused the defeat of McNally's unit and the loss of a close friend."
480,Knight of Cups,"Drama, Romance            ",Terrence Malick,"['Christian Bale', 'Cate Blanchett', 'Natalie Portman', 'Brian Dennehy']",A writer indulging in all that Los Angeles and Las Vegas has to offer undertakes a search for love and self via a series of adventures with six different women.
481,Sleepover,"Comedy, Family, Romance            ",Joe Nussbaum,"['Alexa PenaVega', 'Mika Boorem', 'Scout Taylor-Compton', 'Jane Lynch']","Desperate to improve their social status, four best friends enter into an all-night scavenger hunt against the popular clique in their school."
482,Before We Go,"Comedy, Drama, Romance            ",Chris Evans,"['Chris Evans', 'Alice Eve', 'Emma Fitzpatrick', 'John Cullum']",Two strangers stuck in Manhattan for the night grow into each other's most trusted confidants when an evening of unexpected adventure forces them to confront their fears and take control of their lives.
483,It's Kind of a Funny Story,"Comedy, Drama, Romance            ",Anna Boden,"['Ryan Fleck', 'Keir Gilchrist', 'Zach Galifianakis', 'Emma Roberts', 'Dana DeVestern']",A clinically depressed teenager gets a new start after he checks himself into an adult psychiatric ward.
484,Morning Glory,"Comedy, Drama, Romance            ",Roger Michell,"['Rachel McAdams', 'Harrison Ford', 'Diane Keaton', 'Noah Bean']",An upstart television producer accepts the challenge of reviving a struggling morning show program with warring co-hosts.
485,Safe Haven,"Drama, Romance, Thriller            ",Lasse Hallström,"['Julianne Hough', 'Josh Duhamel', 'Cobie Smulders', 'David Lyons']","A young woman with a mysterious past lands in Southport, North Carolina where her bond with a widower forces her to confront the dark secret that haunts her."
486,Snow White and the Seven Dwarfs,"Animation, Family, Fantasy            ",William Cottrell,"['David Hand', 'Wilfred Jackson', 'Larry Morey', 'Perce Pearce', 'Ben Sharpsteen', 'Adriana Caselotti', 'Harry Stockwell', 'Lucille La Verne', 'Roy Atwell']","Exiled into the dangerous forest by her wicked stepmother, a princess is rescued by seven dwarf miners who make her part of their household."
487,The Vow,"Drama, Romance            ",Michael Sucsy,"['Rachel McAdams', 'Channing Tatum', 'Sam Neill', 'Jessica Lange']","A car accident puts Paige in a coma, and when she wakes up with severe memory loss, her husband Leo works to win her heart again."
