,Title,Genre,Director,Actors,Plot
335,My Best Friend's Wedding,"Comedy, Drama, Romance            ",P.J. Hogan,"['Julia Roberts', 'Dermot Mulroney', 'Cameron Diaz', 'Rupert Everett']","When a woman's long-time friend reveals he's engaged, she realizes she loves him herself and sets out to get him, with only days before the wedding."
336,Koe no katachi,"Animation, Drama, Family            ",Naoko Yamada,"['Miyu Irino', 'Saori Hayami', 'Aoi Yûki', 'Kenshô Ono']","A young man is ostracized by his classmates after he bullies a deaf girl to the point where she moves away. Years later, he sets off on a path for redemption."
337,Mickey Blue Eyes,"Comedy, Crime, Romance            ",Kelly Makin,"['Hugh Grant', 'Jeanne Tripplehorn', 'James Caan', 'Burt Young']","An English auctioneer proposes to the daughter of a Mafia kingpin, only to realize that certain ""favors"" would be asked of him."
338,Click,"Comedy, Drama, Fantasy            ",Frank Coraci,"['Adam Sandler', 'Kate Beckinsale', 'Christopher Walken', 'David Hasselhoff']",A workaholic architect finds a universal remote that allows him to fast-forward and rewind to different parts of his life. Complications arise when the remote starts to overrule his choices.
339,Låt den rätte komma in,"Crime, Drama, Fantasy            ",Tomas Alfredson,"['Kåre Hedebrant', 'Lina Leandersson', 'Per Ragnar', 'Henrik Dahl']","Oskar, an overlooked and bullied boy, finds love and revenge through Eli, a beautiful but peculiar girl."
340,My Girl,"Comedy, Drama, Family            ",Howard Zieff,"['Anna Chlumsky', 'Macaulay Culkin', 'Dan Aykroyd', 'Jamie Lee Curtis']","A young girl, on the threshold of her teen years, finds her life turning upside down, when she is accompanied by an unlikely friend."
341,Varsity Blues,"Comedy, Drama, Romance            ",Brian Robbins,"['James Van Der Beek', 'Jon Voight', 'Paul Walker', 'Ron Lester']",A back-up quarterback is chosen to lead a Texas football team to victory after the star quarterback is injured.
342,Silverado,"Action, Crime, Drama            ",Lawrence Kasdan,"['Kevin Kline', 'Scott Glenn', 'Kevin Costner', 'Danny Glover']",A misfit bunch of friends come together to right the injustices which exist in a small town.
343,Punch-Drunk Love,"Comedy, Drama, Romance            ",Paul Thomas Anderson,"['Adam Sandler', 'Emily Watson', 'Philip Seymour Hoffman', 'Jason Andrews']","A psychologically troubled novelty supplier is nudged towards a romance with an English woman, all the while being extorted by a phone-sex line run by a crooked mattress salesman, and purchasing stunning amounts of pudding."
344,The Old Man & The Gun,"Biography, Comedy, Crime            ",David Lowery,"['Robert Redford', 'Casey Affleck', 'Sissy Spacek', 'Danny Glover']",Based on the true story of Forrest Tucker and his audacious escape from San Quentin at the age of 70 to an unprecedented string of heists that confounded authorities and enchanted the public.
345,This Means War,"Action, Comedy, Romance            ",McG,"['Reese Witherspoon', 'Chris Pine', 'Tom Hardy', 'Til Schweiger']",C.I.A. operatives wage an epic battle on each other when they discover they are dating the same woman.
346,George of the Jungle,"Action, Adventure, Comedy            ",Sam Weisman,"['Brendan Fraser', 'Leslie Mann', 'Thomas Haden Church', 'Richard Roundtree']",A man raised in the jungle by apes falls in love with a wealthy American heiress.
347,The Fountain,"Drama, Mystery, Romance            ",Darren Aronofsky,"['Hugh Jackman', 'Rachel Weisz', 'Sean Patrick Thomas', 'Ellen Burstyn']","As a modern-day scientist, Tommy is struggling with mortality, desperately searching for the medical breakthrough that will save the life of his cancer-stricken wife, Izzi."
348,The Illusionist,"Drama, Fantasy, History            ",Neil Burger,"['Edward Norton', 'Jessica Biel', 'Paul Giamatti', 'Rufus Sewell']","In turn-of-the-century Vienna, a magician uses his abilities to secure the love of a woman far above his social standing."
349,Tootsie,"Comedy, Drama, Romance            ",Sydney Pollack,"['Dustin Hoffman', 'Jessica Lange', 'Teri Garr', 'Dabney Coleman']","Michael Dorsey, an unsuccessful actor, disguises himself as a woman in order to get a role on a trashy hospital soap."
350,Annie Hall,"Comedy, Romance            ",Woody Allen,"['Woody Allen', 'Diane Keaton', 'Tony Roberts', 'Carol Kane']",Neurotic New York comedian Alvy Singer falls in love with the ditzy Annie Hall.
351,Bringing Up Baby,"Comedy, Family, Romance            ",Howard Hawks,"['Katharine Hepburn', 'Cary Grant', 'Charles Ruggles', 'Walter Catlett']","While trying to secure a $1 million donation for his museum, a befuddled paleontologist is pursued by a flighty and often irritating heiress and her pet leopard, Baby."
352,La leggenda del pianista sull'oceano,"Drama, Music, Romance            ",Giuseppe Tornatore,"['Tim Roth', 'Pruitt Taylor Vince', 'Mélanie Thierry', 'Bill Nunn']","A baby boy, discovered in 1900 on an ocean liner, grows into a musical prodigy, never setting foot on land."
353,Rent,"Drama, Musical, Romance            ",Chris Columbus,"['Taye Diggs', 'Wilson Jermaine Heredia', 'Rosario Dawson', 'Anthony Rapp']","This is the film version of the Pulitzer and Tony Award winning musical about Bohemians in the East Village of New York City struggling with life, love and AIDS, and the impacts they have on America."
354,Fiddler on the Roof,"Drama, Family, Musical            ",Norman Jewison,"['Topol', 'Norma Crane', 'Leonard Frey', 'Molly Picon']","In prerevolutionary Russia, a Jewish peasant contends with marrying off three of his daughters while growing anti-Semitic sentiment threatens his village."
355,For Love of the Game,"Drama, Romance, Sport            ",Sam Raimi,"['Kevin Costner', 'Kelly Preston', 'John C. Reilly', 'Jena Malone']","After 19 years of playing the game he's loved his whole life, Detroit Tigers pitcher Billy Chapel has to decide if he's going to risk everything and put everything out there."
356,Speed 2: Cruise Control,"Action, Adventure, Crime            ",Jan de Bont,"['Sandra Bullock', 'Jason Patric', 'Willem Dafoe', 'Temuera Morrison']",A computer hacker breaks into the computer system of the Seabourn Legend cruise liner and sets it speeding on a collision course into a gigantic oil tanker.
357,La migliore offerta,"Crime, Drama, Mystery            ",Giuseppe Tornatore,"['Geoffrey Rush', 'Jim Sturgess', 'Sylvia Hoeks', 'Donald Sutherland']",A lonely art expert working for a mysterious and reclusive heiress finds not only her art worth examining.
358,Hall Pass,"Comedy, Romance            ",Bobby Farrelly,"['Peter Farrelly', 'Owen Wilson', 'Jason Sudeikis', 'Christina Applegate', 'Jenna Fischer']","Rick and Fred, two husbands who are having difficulty in their marriages, are given a Hall Pass by their wives: for one week, they can do whatever they want."
359,Trainwreck,"Comedy, Drama, Romance            ",Judd Apatow,"['Amy Schumer', 'Bill Hader', 'Brie Larson', 'Colin Quinn']","Having thought that monogamy was never possible, a commitment-phobic career woman may have to face her fears when she meets a good guy."
360,The Bad Batch,"Drama, Horror, Romance            ",Ana Lily Amirpour,"['Suki Waterhouse', 'Jason Momoa', 'Jayda Fink', 'Keanu Reeves']","In a desert dystopia, a young woman is kidnapped by cannibals."
361,Valley Girl,"Comedy, Romance            ",Martha Coolidge,"['Nicolas Cage', 'Deborah Foreman', 'Elizabeth Daily', 'Michael Bowen']","Julie, a girl from the valley, meets Randy, a punk from the city. They are from different worlds and find love. Somehow they need to stay together in spite of her trendy, shallow friends."
362,But I'm a Cheerleader,"Comedy, Drama, Romance            ",Jamie Babbit,"['Natasha Lyonne', 'Clea DuVall', 'Michelle Williams', 'Brandt Wille']",A naive teenager is sent to rehab camp when her straitlaced parents and friends suspect her of being a lesbian.
363,Before Sunset,"Drama, Romance            ",Richard Linklater,"['Ethan Hawke', 'Julie Delpy', 'Vernon Dobtcheff', 'Louise Lemoine Torrès']","Nine years after Jesse and Celine first met, they encounter each other again on the French leg of Jesse's book tour."
364,Yes Man,"Comedy, Romance            ",Peyton Reed,"['Jim Carrey', 'Zooey Deschanel', 'Bradley Cooper', 'John Michael Higgins']","A man challenges himself to say ""yes"" to everything."
365,Career Opportunities,"Comedy, Romance            ",Bryan Gordon,"['Frank Whaley', 'Jennifer Connelly', 'Dermot Mulroney', 'Kieran Mulroney']",Jim is the dorky son of a local cement contractor who lives at home and has no direction. Josie is the gorgeous daughter of a wealthy businessman who dreams of leaving town. They find they have a lot in common.
366,Pride and Prejudice and Zombies,"Action, Comedy, Fantasy            ",Burr Steers,"['Lily James', 'Sam Riley', 'Jack Huston', 'Bella Heathcote']",Five sisters in 19th century England must cope with the pressures to marry while protecting themselves from a growing population of zombies.
367,The Philadelphia Story,"Comedy, Romance            ",George Cukor,"['Cary Grant', 'Katharine Hepburn', 'James Stewart', 'Ruth Hussey']","When a rich woman's ex-husband and a tabloid-type reporter turn up just before her planned remarriage, she begins to learn the truth about herself."
368,The Hunchback of Notre Dame,"Animation, Drama, Family            ",Gary Trousdale,"['Kirk Wise', 'Demi Moore', 'Jason Alexander', 'Mary Kay Bergman', 'Corey Burton']","A deformed bell-ringer must assert his independence from a vicious government minister in order to help his friend, a gypsy dancer."
369,Meet the Parents,"Comedy, Romance            ",Jay Roach,"['Ben Stiller', 'Robert De Niro', 'Teri Polo', 'Blythe Danner']","Male nurse Greg Focker meets his girlfriend's parents before proposing, but her suspicious father is every date's worst nightmare."
370,The Cider House Rules,"Drama, Romance            ",Lasse Hallström,"['Tobey Maguire', 'Charlize Theron', 'Michael Caine', 'Delroy Lindo']","A compassionate young man, raised in an orphanage and trained to be a doctor there, decides to leave to see the world."
371,Some Kind of Wonderful,"Drama, Romance            ",Howard Deutch,"['Eric Stoltz', 'Mary Stuart Masterson', 'Lea Thompson', 'Craig Sheffer']","When Keith goes out with Amanda, the girl of his dreams, Amanda's ex-boyfriend plans to get back at Keith. Meanwhile, Keith's best friend, tomboy Watts, realizes she has feelings for Keith."
372,The Heartbreak Kid,"Comedy, Romance            ",Bobby Farrelly,"['Peter Farrelly', 'Ben Stiller', 'Michelle Monaghan', 'Malin Akerman', 'Jerry Stiller']",A newly wed man who believes he's just gotten hitched to the perfect woman encounters another lady on his honeymoon.
373,EverAfter,"Comedy, Drama, Romance            ",Andy Tennant,"['Drew Barrymore', 'Anjelica Huston', 'Dougray Scott', 'Patrick Godfrey']","The Brothers Grimm arrive at the home of a wealthy Grande Dame who speaks of the many legends surrounding the fable of the cinder girl before telling the ""true"" story of her ancestor."
374,Perfect Sense,"Drama, Romance, Sci-Fi            ",David Mackenzie,"['Ewan McGregor', 'Eva Green', 'Lauren Tempany', 'Connie Nielsen']",A chef and a scientist fall in love as an epidemic begins to rob people of their sensory perceptions.
375,Swiss Army Man,"Comedy, Drama, Fantasy            ",Dan Kwan,"['Daniel Scheinert', 'Paul Dano', 'Daniel Radcliffe', 'Mary Elizabeth Winstead', 'Antonia Ribero']",A hopeless man stranded on a deserted island befriends a dead body and together they go on a surreal journey to get home.
376,Fa yeung nin wah,"Drama, Romance            ",Kar-Wai Wong,"['Tony Chiu-Wai Leung', 'Maggie Cheung', 'Ping Lam Siu', ""Tung Cho 'Joe' Cheung""]","Two neighbors, a woman and a man, form a strong bond after both suspect extramarital activities of their spouses. However, they agree to keep their bond platonic so as not to commit similar wrongs."
377,The Bounty,"Adventure, Drama, History            ",Roger Donaldson,"['Mel Gibson', 'Anthony Hopkins', 'Laurence Olivier', 'Edward Fox']","Fed up with their Captain's harsh discipline, a sailing ship's crew decides to take action."
378,When We First Met,"Comedy, Fantasy, Romance            ",Ari Sandel,"['Adam Devine', 'Alexandra Daddario', 'Shelley Hennig', 'Andrew Bachelor']",Noah meets Avery at a Halloween party and falls in love but gets friend-zoned. 3 years later she's engaged to someone else. Noah uses the photo booth time machine several times to return and fix things. Will it work or...?
379,The Giver,"Drama, Romance, Sci-Fi            ",Phillip Noyce,"['Brenton Thwaites', 'Jeff Bridges', 'Meryl Streep', 'Taylor Swift']","In a seemingly perfect community, without war, pain, suffering, differences or choice, a young boy is chosen to learn from an elderly man about the true pain and pleasure of the ""real"" world."
380,Coyote Ugly,"Comedy, Drama, Music            ",David McNally,"['Piper Perabo', 'Adam Garcia', 'John Goodman', 'Maria Bello']","Aspiring songwriter Violet Sanford, after getting a job at a women-run NYC bar that teases its male patrons, comes out of her shell."
381,Fruitvale Station,"Biography, Crime, Drama            ",Ryan Coogler,"['Michael B. Jordan', 'Melonie Diaz', 'Octavia Spencer', 'Kevin Durand']","The story of Oscar Grant III, a 22-year-old Bay Area resident, who crosses paths with friends, enemies, family, and strangers on the last day of 2008."
382,Hot Summer Nights,"Comedy, Crime, Drama            ",Elijah Bynum,"['Timothée Chalamet', 'Maika Monroe', 'Alex Roe', 'Emory Cohen']","In the summer of 1991, a sheltered teenage boy comes of age during a wild summer he spends in Cape Cod getting rich from selling pot to gangsters, falling in love for the first time, partying and eventually realizing that he is in over his head."
383,Pride,"Biography, Comedy, Drama            ",Matthew Warchus,"['Bill Nighy', 'Imelda Staunton', 'Dominic West', 'Paddy Considine']",U.K. gay activists work to help miners during their lengthy strike of the National Union of Mineworkers in the summer of 1984.
384,The Aftermath,"Drama, Romance, War            ",James Kent,"['Keira Knightley', 'Ned Wills', 'Pandora Colin', 'Jason Clarke']","Post World War II, a British colonel and his wife are assigned to live in Hamburg during the post-war reconstruction, but tensions arise with the German who previously owned the house."
385,Jexi,"Comedy, Romance            ",Jon Lucas,"['Scott Moore', 'Adam Devine', 'Alexandra Shipp', 'Rose Byrne', 'Ron Funches']",A comedy about what can happen when you love your phone more than anything else in your life.
386,Remember Me,"Drama, Romance            ",Allen Coulter,"['Robert Pattinson', 'Emilie de Ravin', 'Caitlyn Rund', 'Moisés Acevedo']","A romantic drama centered on two new lovers: Tyler, whose parents have split in the wake of his brother's suicide, and Ally, who lives each day to the fullest since witnessing her mother's murder."
387,The Artist,"Comedy, Drama, Romance            ",Michel Hazanavicius,"['Jean Dujardin', 'Bérénice Bejo', 'John Goodman', 'James Cromwell']",An egomaniacal film star develops a relationship with a young dancer against the backdrop of Hollywood's silent era.
388,Ophelia,"Drama, History, Romance            ",Claire McCarthy,"['Daisy Ridley', 'Mia Quiney', ""Calum O'Rourke"", 'Nathaniel Parker']","A re-imagining of Hamlet, told from Ophelia's perspective."
389,Real Genius,"Comedy, Romance, Sci-Fi            ",Martha Coolidge,"['Val Kilmer', 'Gabriel Jarret', 'Michelle Meyrink', 'William Atherton']","Teenage geniuses deal with their abilities while developing a high-powered laser for a university project. When their professor intends to turn their work into a military weapon, they decide to ruin his plans."
390,A Single Man,"Drama, Romance            ",Tom Ford,"['Colin Firth', 'Julianne Moore', 'Matthew Goode', 'Nicholas Hoult']","An English professor, one year after the sudden death of his boyfriend, is unable to cope with his typical days in 1960s Los Angeles."
391,High Fidelity,"Comedy, Drama, Music            ",Stephen Frears,"['John Cusack', 'Iben Hjejle', 'Todd Louiso', 'Jack Black']","Rob, a record store owner and compulsive list maker, recounts his top five breakups, including the one in progress."
392,Mannequin,"Comedy, Fantasy, Romance            ",Michael Gottlieb,"['Andrew McCarthy', 'Kim Cattrall', 'Estelle Getty', 'James Spader']","A young artist, searching for his vocation, makes a mannequin so perfect he falls in love with it. Finding the mannequin in a store window, he gets a job there and his creation comes to life."
393,Joe Versus the Volcano,"Comedy, Romance            ",John Patrick Shanley,"['Tom Hanks', 'Meg Ryan', 'Lloyd Bridges', 'Robert Stack']","When a hypochondriac learns that he is dying, he accepts an offer to throw himself in a volcano at a tropical island, and along the way there, learns to truly live."
394,The Life Aquatic with Steve Zissou,"Action, Adventure, Comedy            ",Wes Anderson,"['Bill Murray', 'Owen Wilson', 'Anjelica Huston', 'Cate Blanchett']","With a plan to exact revenge on a mythical shark that killed his partner, Oceanographer Steve Zissou (Bill Murray) rallies a crew that includes his estranged wife, a journalist, and a man who may or may not be his son."
395,Teen Wolf,"Comedy, Fantasy, Romance            ",Rod Daniel,"['Michael J. Fox', 'James Hampton', 'Susan Ursitti', 'Jerry Levine']",An ordinary high school student discovers that his family has an unusual pedigree when he finds himself turning into a werewolf.
396,Sex Tape,"Comedy, Romance            ",Jake Kasdan,"['Jason Segel', 'Cameron Diaz', 'Rob Corddry', 'Ellie Kemper']","A married couple wake up to discover that the sex tape they made the evening before has gone missing, leading to a frantic search for its whereabouts."
397,Just Friends,"Comedy, Romance            ",Roger Kumble,"['Ryan Reynolds', 'Amy Smart', 'Anna Faris', 'Chris Klein']","While visiting his hometown during Christmas, a man comes face-to-face with his old high school crush whom he was best friends with -- a woman whose rejection of him turned him into a ferocious womanizer."
398,Collateral Beauty,"Drama, Romance            ",David Frankel,"['Will Smith', 'Edward Norton', 'Kate Winslet', 'Michael Peña']","Retreating from life after a tragedy, a man questions the universe by writing to Love, Time, and Death. Receiving unexpected answers, he begins to see how these things interlock and how even loss can reveal moments of meaning and beauty."
399,Bridget Jones's Diary,"Comedy, Drama, Romance            ",Sharon Maguire,"['Renée Zellweger', 'Colin Firth', 'Hugh Grant', 'Gemma Jones']",Bridget Jones is determined to improve herself while she looks for love in a year in which she keeps a personal diary.
400,Out of Africa,"Biography, Drama, Romance            ",Sydney Pollack,"['Meryl Streep', 'Robert Redford', 'Klaus Maria Brandauer', 'Michael Kitchen']","In 20th-century colonial Kenya, a Danish baroness/plantation owner has a passionate love affair with a free-spirited big-game hunter."
401,Miss Meadows,"Comedy, Crime, Drama            ",Karen Leigh Hopkins,"['Katie Holmes', 'James Badge Dale', 'Callan Mulvey', 'Jean Smart']",A story centered on a proper elementary school teacher who moonlights as a vigilante.
402,What Women Want,"Comedy, Fantasy, Romance            ",Nancy Meyers,"['Mel Gibson', 'Helen Hunt', 'Marisa Tomei', 'Alan Alda']","After an accident, a chauvinistic executive gains the ability to hear what women are really thinking."
403,Set It Up,"Comedy, Romance            ",Claire Scanlon,"['Zoey Deutch', 'Glen Powell', 'Lucy Liu', 'Taye Diggs']",Two corporate executive assistants hatch a plan to match-make their two bosses.
404,A Cinderella Story,"Comedy, Family, Romance            ",Mark Rosman,"['Hilary Duff', 'Chad Michael Murray', 'Jennifer Coolidge', 'Dan Byrd']","Routinely exploited by her wicked stepmother, the downtrodden Samantha Montgomery is excited about the prospect of meeting her Internet beau at the school's Halloween dance."
405,Empire Records,"Comedy, Drama, Music            ",Allan Moyle,"['Anthony LaPaglia', 'Debi Mazar', 'Maxwell Caulfield', 'Rory Cochrane']",Twenty-four hours in the lives of the young employees at Empire Records when they all grow up and become young adults thanks to each other and the manager. They all face the store joining a chain store with strict rules.
406,One for the Money,"Action, Comedy, Crime            ",Julie Anne Robinson,"['Katherine Heigl', ""Jason O'Mara"", 'Daniel Sunjata', 'John Leguizamo']","Unemployed and newly-divorced Stephanie Plum lands a job at her cousin's bail-bond business, where her first assignment puts her on the trail of a wanted local cop from her romantic past."
407,Cashback,"Comedy, Drama, Romance            ",Sean Ellis,"['Sean Biggerstaff', 'Emilia Fox', 'Michelle Ryan', 'Erica Ellis']","After a painful breakup, Ben develops insomnia. To kill time, he starts working the late night shift at the local supermarket, where his artistic imagination runs wild."
408,Anastasia,"Animation, Adventure, Drama            ",Don Bluth,"['Gary Goldman', 'Meg Ryan', 'John Cusack', 'Christopher Lloyd', 'Kelsey Grammer']","The last surviving child of the Russian Royal Family joins two con men to reunite with her grandmother, the Dowager Empress, while the undead Rasputin seeks her death."
409,Rushmore,"Comedy, Drama, Romance            ",Wes Anderson,"['Jason Schwartzman', 'Bill Murray', 'Olivia Williams', 'Seymour Cassel']",The extracurricular king of Rushmore Preparatory School is put on academic probation.
410,Flashdance,"Drama, Music, Romance            ",Adrian Lyne,"['Jennifer Beals', 'Michael Nouri', 'Lilia Skala', 'Sunny Johnson']",A Pittsburgh woman with two jobs as a welder and an exotic dancer wants to get into ballet school.
411,Endless Love,"Drama, Romance            ",Franco Zeffirelli,"['Brooke Shields', 'Martin Hewitt', 'Shirley Knight', 'Don Murray']","A high-school student's love for a 15-year-old girl is thwarted by parental disapproval, circumstance, and accident; he burns down her family's house and is committed to psychiatric hospital."
412,Sideways,"Comedy, Drama, Romance            ",Alexander Payne,"['Paul Giamatti', 'Thomas Haden Church', 'Virginia Madsen', 'Sandra Oh']","Two men reaching middle age with not much to show but disappointment embark on a week-long road trip through California's wine country, just as one is about to take a trip down the aisle."
413,Only Lovers Left Alive,"Comedy, Drama, Fantasy            ",Jim Jarmusch,"['Tilda Swinton', 'Tom Hiddleston', 'Mia Wasikowska', 'John Hurt']","A depressed musician reunites with his lover. Though their romance, which has already endured several centuries, is disrupted by the arrival of her uncontrollable younger sister."
414,Better Off Dead...,"Comedy, Romance            ",Savage Steve Holland,"['John Cusack', 'David Ogden Stiers', 'Kim Darby', 'Demian Slade']","A teenager has to deal with his girlfriend dumping him among family crises, homicidal paper boys, and a rival skier."
415,Sleeping with Other People,"Comedy, Drama, Romance            ",Leslye Headland,"['Jason Sudeikis', 'Alison Brie', 'Jordan Carlos', 'Margarita Levieva']","A good-natured womanizer and a serial cheater form a platonic relationship that helps reform them in ways, while a mutual attraction sets in."
416,The Crying Game,"Crime, Drama, Romance            ",Neil Jordan,"['Stephen Rea', 'Jaye Davidson', 'Forest Whitaker', 'Miranda Richardson']","A British soldier kidnapped by IRA terrorists soon befriends one of his captors, who then becomes drawn into the soldier's world."
417,De rouille et d'os,"Drama, Romance            ",Jacques Audiard,"['Marion Cotillard', 'Matthias Schoenaerts', 'Armand Verdure', 'Céline Sallette']","Put in charge of his young son, Alain leaves Belgium for Antibes to live with his sister and her husband as a family. Alain's bond with Stephanie, a killer whale trainer, grows deeper after Stephanie suffers a horrible accident."
418,National Lampoon's Van Wilder,"Comedy, Romance            ",Walt Becker,"['Ryan Reynolds', 'Tara Reid', 'Tim Matheson', 'Kal Penn']",The most popular kid on campus meets a beautiful journalist who makes him realize that maybe he's afraid to graduate.
419,Wet Hot American Summer,"Comedy, Romance            ",David Wain,"['Janeane Garofalo', 'David Hyde Pierce', 'Michael Showalter', 'Marguerite Moreau']","Set on the last day of camp, in the hot summer of 1981, a group of counselors try to complete their unfinished business before the day ends."
420,Life Itself,"Drama, Romance            ",Dan Fogelman,"['Oscar Isaac', 'Olivia Wilde', 'Annette Bening', 'Mandy Patinkin']","As a young New York City couple goes from college romance to marriage and the birth of their first child, the unexpected twists of their journey create reverberations that echo over continents and through lifetimes."
421,Two Weeks Notice,"Comedy, Romance            ",Marc Lawrence,"['Sandra Bullock', 'Hugh Grant', 'Alicia Witt', 'Dana Ivey']","A lawyer decides that she's used too much like a nanny by her boss, so she walks out on him."
422,Out of Sight,"Comedy, Crime, Drama            ",Steven Soderbergh,"['George Clooney', 'Jennifer Lopez', 'Ving Rhames', 'Steve Zahn']","A career bank robber breaks out of jail, and shares a moment of mutual attraction with a U.S. Marshal he has kidnapped."
423,Explorers,"Adventure, Comedy, Family            ",Joe Dante,"['Ethan Hawke', 'River Phoenix', 'Jason Presson', 'Bradley Gregg']","A boy obsessed with 50s sci-fi movies about aliens has a recurring dream about a blueprint of some kind, which he draws for his inventor friend. With the help of a third kid, they follow it and build themselves a spaceship. Now what?"
424,The F Word,"Comedy, Romance            ",Michael Dowse,"['Daniel Radcliffe', 'Zoe Kazan', 'Megan Park', 'Adam Driver']","Wallace, who is burned out from a string of failed relationships, forms an instant bond with Chantry, who lives with her longtime boyfriend. Together, they puzzle out what it means if your best friend is also the love of your life."
425,Gräns,"Crime, Drama, Fantasy            ",Ali Abbasi,"['Eva Melander', 'Eero Milonoff', 'Jörgen Thorsson', 'Ann Petrén']",A customs officer who can smell fear develops an unusual attraction to a strange traveler while aiding a police investigation which will call into question her entire existence.
426,Table 19,"Comedy, Drama, Romance            ",Jeffrey Blitz,"['Anna Kendrick', 'Lisa Kudrow', 'Craig Robinson', 'Stephen Merchant']","Eloise, having been relieved of maid of honor duties after being unceremoniously dumped by the best man via text, decides to attend the wedding anyway, only to find herself seated with five fellow unwanted guests at the dreaded Table 19."
427,Before Midnight,"Drama, Romance            ",Richard Linklater,"['Ethan Hawke', 'Julie Delpy', 'Seamus Davey-Fitzpatrick', 'Ariane Labed']",We meet Jesse and Celine nine years on in Greece. Almost two decades have passed since their first meeting on that train bound for Vienna.
428,Intolerable Cruelty,"Comedy, Crime, Romance            ",Joel Coen,"['Ethan Coen', 'George Clooney', 'Catherine Zeta-Jones', 'Billy Bob Thornton', 'Geoffrey Rush']",A beautiful gold digger matches wits with a shrewd Beverly Hills divorce lawyer who is increasingly attracted to her.
429,The Longest Ride,"Drama, Romance            ",George Tillman Jr.,"['Scott Eastwood', 'Britt Robertson', 'Alan Alda', 'Jack Huston']","The lives of a young couple intertwine with a much older man, as he reflects back on a past love."
430,This Beautiful Fantastic,"Comedy, Drama, Romance            ",Simon Aboud,"['Mia Farkasovska', 'Jessica Brown Findlay', 'Anna Chancellor', 'Jeremy Irvine']","A young woman who dreams of becoming a children's book author makes an unlikely friendship with a cantankerous, rich old widower."
431,Freaky Friday,"Comedy, Family, Fantasy            ",Mark Waters,"['Jamie Lee Curtis', 'Lindsay Lohan', 'Mark Harmon', 'Harold Gould']","An overworked mother and her daughter do not get along. When they switch bodies, each is forced to adapt to the other's life for one freaky Friday."
432,The Host,"Action, Adventure, Drama            ",Andrew Niccol,"['Saoirse Ronan', 'Max Irons', 'Jake Abel', 'Diane Kruger']","When an unseen enemy threatens mankind by taking over their bodies and erasing their memories, Melanie Stryder (Saoirse Ronan) will risk everything to protect the people she cares most about, proving that love can conquer all in a dangerous new world."
433,The Last Picture Show,"Drama, Romance            ",Peter Bogdanovich,"['Timothy Bottoms', 'Jeff Bridges', 'Cybill Shepherd', 'Ben Johnson']","In 1951, a group of high schoolers come of age in a bleak, isolated, atrophied North Texas town that is slowly dying, both culturally and economically."
434,Monster's Ball,"Drama, Romance            ",Marc Forster,"['Billy Bob Thornton', 'Halle Berry', 'Taylor Simpson', 'Gabrielle Witcher']","After a family tragedy, a racist prison guard re-examines his attitudes while falling in love with the African-American wife of the last prisoner he executed."
435,Life as We Know It,"Comedy, Drama, Romance            ",Greg Berlanti,"['Katherine Heigl', 'Josh Duhamel', 'Josh Lucas', 'Alexis Clagett']",Two single adults become caregivers to an orphaned girl when their mutual best friends die in an accident.
436,The Sisterhood of the Traveling Pants,"Comedy, Drama, Romance            ",Ken Kwapis,"['Amber Tamblyn', 'Alexis Bledel', 'America Ferrera', 'Blake Lively']",Four best girlfriends hatch a plan to stay connected with one another as their lives start off in different directions: they pass around a pair of secondhand jeans that fits each of their bodies perfectly.
437,Isn't It Romantic,"Comedy, Fantasy, Romance            ",Todd Strauss-Schulson,"['Rebel Wilson', 'Liam Hemsworth', 'Adam Devine', 'Priyanka Chopra']",A young woman disenchanted with love mysteriously finds herself trapped inside a romantic comedy.
438,The Princess Diaries 2: Royal Engagement,"Comedy, Family, Romance            ",Garry Marshall,"['Anne Hathaway', 'Callum Blue', 'Julie Andrews', 'Hector Elizondo']","Now settled in Genovia, Princess Mia faces a new revelation: she is being primed for an arranged marriage to an English suitor."
439,Stargirl,"Comedy, Drama, Romance            ",Julia Hart,"['Grace VanderWaal', 'Graham Verchere', 'Giancarlo Esposito', 'Maximiliano Hernández']",A boy becomes intrigued by a mysterious and quirky student named Stargirl and spends his time trying to know more about her.
440,Garden State,"Comedy, Drama, Romance            ",Zach Braff,"['Zach Braff', 'Peter Sarsgaard', 'Natalie Portman', 'Ian Holm']",A quietly troubled young man returns home for his mother's funeral after being estranged from his family for a decade.
441,Robin Hood,"Animation, Adventure, Comedy            ",Wolfgang Reitherman,"['David Hand', 'Brian Bedford', 'Phil Harris', 'Roger Miller', 'Peter Ustinov']",The story of the legendary outlaw is portrayed with the characters as humanoid animals.
442,Shallow Hal,"Comedy, Drama, Fantasy            ",Bobby Farrelly,"['Peter Farrelly', 'Jack Black', 'Gwyneth Paltrow', 'Jason Alexander', 'Joe Viterelli']",A shallow man falls in love with a 300-pound woman because of her inner beauty.
443,Paterson,"Comedy, Drama, Romance            ",Jim Jarmusch,"['Adam Driver', 'Golshifteh Farahani', 'Nellie', 'Rizwan Manji']","A quiet observation of the triumphs and defeats of daily life, along with the poetry evident in its smallest details."
444,Frances Ha,"Comedy, Drama, Romance            ",Noah Baumbach,"['Greta Gerwig', 'Mickey Sumner', 'Adam Driver', 'Michael Zegen']","A New York woman (who doesn't really have an apartment) apprentices for a dance company (though she's not really a dancer) and throws herself headlong into her dreams, even as the possibility of realizing them dwindles."
