,Title,Genre,Director,Actors,Plot
862,Hudson Hawk,"Action, Adventure, Comedy            ",Michael Lehmann,"['Bruce Willis', 'Danny Aiello', 'Andie MacDowell', 'James Coburn']",A cat burglar is forced to steal Da Vinci works of art for a world domination plot.
863,Son of the Mask,"Comedy, Family, Fantasy            ",Lawrence Guterman,"['Jamie Kennedy', 'Traylor Howard', 'Alan Cumming', 'Liam Falconer']","Tim Avery, an aspiring cartoonist, finds himself in a predicament when his dog stumbles upon the mask of Loki. Then after conceiving an infant son ""born of the mask"", he discovers just how looney child raising can be."
864,Don't Tell Mom the Babysitter's Dead,Comedy            ,Stephen Herek,"['Christina Applegate', 'Joanna Cassidy', 'John Getz', 'Josh Charles']",Five siblings are left alone all summer when their mom leaves town and the evil babysitter bites the dust.
865,The Waterboy,"Comedy, Sport            ",Frank Coraci,"['Adam Sandler', 'Kathy Bates', 'Henry Winkler', 'Fairuza Balk']",A waterboy for a college football team discovers he has a unique tackling ability and becomes a member of the team.
866,Larry Crowne,"Comedy, Drama, Romance            ",Tom Hanks,"['Tom Hanks', 'Julia Roberts', 'Sarah Mahoney', 'Roxana Ortega']","After losing his job, a middle-aged man reinvents himself by going back to college."
867,Along Came Polly,"Comedy, Romance            ",John Hamburg,"['Ben Stiller', 'Jennifer Aniston', 'Debra Messing', 'Philip Seymour Hoffman']",A buttoned-up newlywed finds his strictly organized life descend into chaos when he falls in love with an old classmate.
868,Think Like a Man,"Comedy, Romance            ",Tim Story,"['Chris Brown', 'Gabrielle Union', 'Kevin Hart', 'Michael Ealy']",Four friends conspire to turn the tables on their women when they discover the ladies have been using Steve Harvey's relationship advice against them.
869,Neighbors 2: Sorority Rising,Comedy            ,Nicholas Stoller,"['Seth Rogen', 'Rose Byrne', 'Zac Efron', 'Chloë Grace Moretz']","When their new next-door neighbors turn out to be a sorority even more debaucherous than the fraternity previously living there, Mac and Kelly team with their former enemy, Teddy, to bring the girls down."
870,Let It Snow,"Comedy, Romance            ",Luke Snellin,"['Isabela Merced', 'Shameik Moore', 'Odeya Rush', 'Liv Hewson']","In a small town on Christmas Eve, a snowstorm brings together a group of young people."
871,We Bought a Zoo,"Comedy, Drama, Family            ",Cameron Crowe,"['Matt Damon', 'Scarlett Johansson', 'Thomas Haden Church', 'Elle Fanning']","Set in Southern California, a father moves his young family to the countryside to renovate and re-open a struggling zoo."
872,Nacho Libre,"Comedy, Family, Sport            ",Jared Hess,"['Jack Black', 'Ana de la Reguera', 'Héctor Jiménez', 'Darius Rose']","Berated all his life by those around him, a monk follows his dream and dons a mask to moonlight as a Luchador (Mexican wrestler)."
873,Johnny English Strikes Again,"Action, Adventure, Comedy            ",David Kerr,"['Rowan Atkinson', 'Ben Miller', 'Olga Kurylenko', 'Emma Thompson']","After a cyber-attack reveals the identity of all of the active undercover agents in Britain, Johnny English (Rowan Atkinson) is forced to come out of retirement to find the mastermind hacker."
874,Shrek the Third,"Animation, Adventure, Comedy            ",Chris Miller,"['Raman Hui', 'Mike Myers', 'Cameron Diaz', 'Eddie Murphy', 'Antonio Banderas']","When his new father-in-law, King Harold falls ill, Shrek is looked at as the heir to the land of Far, Far Away. Not one to give up his beloved swamp, Shrek recruits his friends Donkey and Puss in Boots to install the rebellious Artie as the new king. Princess Fiona, however, rallies a band of royal girlfriends to fend off a coup d'etat by the jilted Prince Charming."
875,The King of Comedy,"Comedy, Crime, Drama            ",Martin Scorsese,"['Robert De Niro', 'Jerry Lewis', 'Diahnne Abbott', 'Sandra Bernhard']","Rupert Pupkin is a passionate yet unsuccessful comic who craves nothing more than to be in the spotlight and to achieve this, he stalks and kidnaps his idol to take the spotlight for himself."
876,Gummo,"Comedy, Drama            ",Harmony Korine,"['Nick Sutton', 'Jacob Sewell', 'Lara Tosh', 'Jacob Reynolds']","Lonely residents of a tornado-stricken Ohio town wander the deserted landscape trying to fulfill their boring, nihilistic lives."
877,The Trip to Greece,"Comedy, Drama            ",Michael Winterbottom,"['Rob Brydon', 'Steve Coogan', 'Michael Towns', 'Marta Barrio']",Actors Rob Brydon and Steve Coogan travel from Troy to Ithaca following in the footsteps of the Odysseus.
878,"Juliet, Naked","Comedy, Drama, Music            ",Jesse Peretz,"[""Chris O'Dowd"", 'Rose Byrne', ""Kitty O'Beirne"", 'Alex Clatworthy']","Juliet, Naked is the story of Annie (the long-suffering girlfriend of Duncan) and her unlikely transatlantic romance with once revered, now faded, singer-songwriter, Tucker Crowe, who also happens to be the subject of Duncan's musical obsession."
879,The Other Woman,"Comedy, Romance            ",Nick Cassavetes,"['Cameron Diaz', 'Leslie Mann', 'Kate Upton', 'Nikolaj Coster-Waldau']","After discovering her boyfriend is married, Carly soon meets the wife he's been betraying. And when yet another love affair is discovered, all three women team up to plot revenge on the three-timing S.O.B."
880,50/50,"Comedy, Drama, Romance            ",Jonathan Levine,"['Joseph Gordon-Levitt', 'Seth Rogen', 'Anna Kendrick', 'Bryce Dallas Howard']","Inspired by a true story, a comedy centered on a 27-year-old guy who learns of his cancer diagnosis and his subsequent struggle to beat the disease."
881,Funny People,"Comedy, Drama            ",Judd Apatow,"['Adam Sandler', 'Seth Rogen', 'Leslie Mann', 'Eric Bana']","When seasoned comedian George Simmons learns of his terminal, inoperable health condition, his desire to form a genuine friendship causes him to take a relatively green performer under his wing as his opening act."
882,The Replacements,"Comedy, Sport            ",Howard Deutch,"['Keanu Reeves', 'Gene Hackman', 'Brooke Langton', 'Orlando Jones']","During a pro football strike, the owners hire substitute players."
883,Six Days Seven Nights,"Action, Adventure, Comedy            ",Ivan Reitman,"['Harrison Ford', 'Anne Heche', 'David Schwimmer', 'Jacqueline Obradors']","Robin Monroe, a New York magazine editor, and the gruff pilot Quinn Harris must put aside their mutual dislike if they are to survive after crash landing on a deserted South Seas island."
884,Ed Wood,"Biography, Comedy, Drama            ",Tim Burton,"['Johnny Depp', 'Martin Landau', 'Sarah Jessica Parker', 'Patricia Arquette']","Ambitious but troubled movie director Edward D. Wood Jr. tries his best to fulfill his dreams, despite his lack of talent."
885,The House Bunny,"Comedy, Romance            ",Fred Wolf,"['Anna Faris', 'Colin Hanks', 'Emma Stone', 'Kat Dennings']","After Playboy bunny Shelley is kicked out of the playboy mansion, she finds a job as the house mother for a sorority full of socially awkward girls."
886,Mallrats,"Comedy, Romance            ",Kevin Smith,"['Shannen Doherty', 'Jeremy London', 'Jason Lee', 'Claire Forlani']","Both dumped by their girlfriends, two best friends seek refuge in the local mall."
887,Australia,"Adventure, Comedy, Drama            ",Baz Luhrmann,"['Nicole Kidman', 'Hugh Jackman', 'Shea Adams', 'Eddie Baroo']","Set in northern Australia before World War II, an English aristocrat who inherits a sprawling ranch reluctantly pacts with a stock-man in order to protect her new property from a takeover plot. As the pair drive 2,000 head of cattle over unforgiving landscape, they experience the bombing of Darwin, Australia, by Japanese forces firsthand."
888,Everybody Wants Some!!,Comedy            ,Richard Linklater,"['Blake Jenner', 'Tyler Hoechlin', 'Ryan Guzman', 'Zoey Deutch']","In 1980, a group of college baseball players navigate their way through the freedoms and responsibilities of unsupervised adulthood."
889,Short Circuit,"Comedy, Family, Sci-Fi            ",John Badham,"['Ally Sheedy', 'Steve Guttenberg', 'Fisher Stevens', 'Austin Pendleton']","Number 5 of a group of experimental robots in a lab is electrocuted, suddenly becomes intelligent, and escapes."
890,Zack and Miri Make a Porno,"Comedy, Romance            ",Kevin Smith,"['Seth Rogen', 'Elizabeth Banks', 'Craig Robinson', 'Gerry Bednob']","Lifelong platonic friends Zack and Miri look to solve their respective cash-flow problems by making an adult film together. As the cameras roll, however, the duo begin to sense that they may have more feelings for each other than they previously thought."
891,Bean,"Adventure, Comedy, Family            ",Mel Smith,"['Rowan Atkinson', 'Peter MacNicol', 'John Mills', 'Pamela Reed']",The bumbling Mr. Bean travels to America when he is given the responsibility of bringing a highly valuable painting to a Los Angeles museum.
892,American Wedding,Comedy            ,Jesse Dylan,"['Jason Biggs', 'Alyson Hannigan', 'Seann William Scott', 'Eugene Levy']","It's the wedding of Jim and Michelle and the gathering of their families and friends, including Jim's old friends from high school and Michelle's little sister."
893,The Layover,"Comedy, Romance            ",William H. Macy,"['Kate Upton', 'Alexandra Daddario', 'Matt Barr', 'Matt Jones']",Two friends on a road trip compete for the affections of a handsome man when their flight is redirected due to a hurricane.
894,Madagascar: Escape 2 Africa,"Animation, Adventure, Comedy            ",Eric Darnell,"['Tom McGrath', 'Ben Stiller', 'Chris Rock', 'David Schwimmer', 'Jada Pinkett Smith']","The Madagascar animals fly back to New York City, but crash-land on an African nature reserve, where they meet others of their own kind, and Alex especially discovers his royal heritage as prince of a lion pride."
895,The Ugly Truth,"Comedy, Romance            ",Robert Luketic,"['Katherine Heigl', 'Gerard Butler', 'Bree Turner', 'Eric Winter']",An uptight television producer takes control of a morning show segment on modern relationships hosted by a misogynistic man.
896,Mousehunt,Comedy            ,Gore Verbinski,"['Nathan Lane', 'Lee Evans', 'Vicki Lewis', 'Maury Chaykin']",Two stumblebum inheritors are determined to rid their antique house of a mouse who is equally determined to stay where he is.
897,Bad Moms,Comedy            ,Jon Lucas,"['Scott Moore', 'Mila Kunis', 'Kathryn Hahn', 'Kristen Bell', 'Christina Applegate']","When three overworked and under-appreciated moms are pushed beyond their limits, they ditch their conventional responsibilities for a jolt of long overdue freedom, fun and comedic self-indulgence."
898,How High,"Comedy, Fantasy            ",Jesse Dylan,"['Method Man', 'Redman', 'Obba Babatundé', 'Mike Epps']","Two guys by the name of Silas and Jamal decided to one day smoke something magical, which eventually helps them to ace their college entrance exam."
899,Waiting...,Comedy            ,Rob McKittrick,"['Ryan Reynolds', 'Anna Faris', 'John Francis Daley', 'Justin Long']",Young employees at Shenaniganz restaurant collectively stave off boredom and adulthood with their antics.
900,Death at a Funeral,Comedy            ,Frank Oz,"['Matthew Macfadyen', 'Peter Dinklage', 'Ewen Bremner', 'Keeley Hawes']",Chaos ensues when a man tries to expose a dark secret regarding a recently deceased patriarch of a dysfunctional British family.
901,Little Monsters,"Comedy, Horror, Sci-Fi            ",Abe Forsythe,"[""Lupita Nyong'o"", 'Alexander England', 'Josh Gad', 'Kat Stewart']",A washed-up musician teams up with a teacher and a kids show personality to protect young children from a sudden outbreak of zombies.
902,The Brady Bunch Movie,Comedy            ,Betty Thomas,"['Shelley Long', 'Gary Cole', 'Christine Taylor', 'Christopher Daniel Barnes']","The original '70s T.V. family is now placed in the 1990s, where they're even more square and out of place than ever."
903,Bubble Boy,"Adventure, Comedy, Romance            ",Blair Hayes,"['Jake Gyllenhaal', 'Swoosie Kurtz', 'Marley Shelton', 'Danny Trejo']",Bubble Boy's been in a bubble all his life due to no immune system. A cute blonde girl befriends BB. Her boyfriend proposes and BB decides to travel across USA to Niagara Falls to stop the wedding.
904,Stranger Than Fiction,"Comedy, Drama, Fantasy            ",Marc Forster,"['Will Ferrell', 'Emma Thompson', 'Dustin Hoffman', 'Queen Latifah']","I.R.S. auditor Harold Crick suddenly finds himself the subject of narration only he can hear: narration that begins to affect his entire life, from his work, to his love-interest, to his death."
905,Fool's Gold,"Action, Adventure, Comedy            ",Andy Tennant,"['Matthew McConaughey', 'Kate Hudson', 'Donald Sutherland', 'Alexis Dziena']",A new clue to the whereabouts of a lost treasure rekindles a married couple's sense of adventure -- and their estranged romance.
906,Zapped!,"Comedy, Fantasy, Sci-Fi            ",Robert J. Rosenthal,"['Scott Baio', 'Willie Aames', 'Robert Mandan', 'Felice Schachter']",A high school science nerd gains telekinetic powers after a laboratory accident and uses them for revenge upon bullies.
907,Girls Trip,"Adventure, Comedy, Drama            ",Malcolm D. Lee,"['Regina Hall', 'Queen Latifah', 'Jada Pinkett Smith', 'Tiffany Haddish']","When four lifelong friends travel to New Orleans for the annual Essence Festival, sisterhoods are rekindled, wild sides are rediscovered, and there's enough dancing, drinking, brawling and romancing to make the Big Easy blush."
908,Revenge of the Nerds,Comedy            ,Jeff Kanew,"['Robert Carradine', 'Anthony Edwards', 'Timothy Busfield', 'Andrew Cassese']","At Adams College, a group of bullied outcasts and misfits resolve to fight back for their peace and self-respect."
909,Lake Placid,"Action, Comedy, Horror            ",Steve Miner,"['Bridget Fonda', 'Bill Pullman', 'Oliver Platt', 'Brendan Gleeson']","Three people attempt to stop a gigantic crocodile, who is terrorizing residents in Black Lake, Maine."
910,Austin Powers in Goldmember,"Action, Adventure, Comedy            ",Jay Roach,"['Mike Myers', 'Beyoncé', 'Seth Green', 'Michael York']","Upon learning that his father has been kidnapped, Austin Powers must travel to 1975 and defeat the aptly named villain Goldmember, who is working with Dr. Evil."
911,Little Italy,"Comedy, Romance            ",Donald Petrie,"['Emma Roberts', 'Hayden Christensen', 'Danny Aiello', 'Andrea Martin']","A young couple must navigate a blossoming romance, amidst a war between their families' competing pizza restaurants."
912,The Game Plan,"Comedy, Family, Sport            ",Andy Fickman,"['Dwayne Johnson', 'Kyra Sedgwick', 'Madison Pettis', 'Roselyn Sanchez']",An NFL quarterback living the bachelor lifestyle discovers that he has an 8-year-old daughter from a previous relationship.
913,Slither,"Comedy, Horror, Sci-Fi            ",James Gunn,"['Nathan Fillion', 'Elizabeth Banks', 'Michael Rooker', 'Don Thompson']","A small town is taken over by an alien plague, turning residents into zombies and all forms of mutant monsters."
914,Scary Movie 3,"Comedy, Horror            ",David Zucker,"['Anna Faris', 'Charlie Sheen', 'Regina Hall', 'Pamela Anderson']","Cindy must investigate mysterious crop circles and video tapes, and help the President in preventing an alien invasion."
915,Me and Earl and the Dying Girl,"Comedy, Drama            ",Alfonso Gomez-Rejon,"['Thomas Mann', 'RJ Cyler', 'Olivia Cooke', 'Nick Offerman']","High schooler Greg, who spends most of his time making parodies of classic movies with his co-worker Earl, finds his outlook forever altered after befriending a classmate who has just been diagnosed with cancer."
916,Pete's Dragon,"Animation, Adventure, Comedy            ",Don Chaffey,"['Don Bluth', 'Sean Marshall', 'Helen Reddy', 'Jim Dale', 'Mickey Rooney']",An orphan boy and his magical dragon come to town with his abusive adoptive parents in pursuit.
917,Knight and Day,"Action, Adventure, Comedy            ",James Mangold,"['Tom Cruise', 'Cameron Diaz', 'Peter Sarsgaard', 'Jordi Mollà']",A young woman gets mixed up with a disgraced spy who is trying to clear his name.
918,"Game Over, Man!","Action, Comedy            ",Kyle Newacheck,"['Adam Devine', 'Anders Holm', 'Blake Anderson', 'Chloe Bridges']",Three friends are on the verge of getting their video game financed when their benefactor is taken hostage by terrorists.
919,L.A. Story,"Comedy, Drama, Fantasy            ",Mick Jackson,"['Steve Martin', 'Victoria Tennant', 'Richard E. Grant', 'Sarah Jessica Parker']","With the help of a talking freeway billboard, a wacky weatherman tries to win the heart of an English newspaper reporter, who is struggling to make sense of the strange world of early 1990s Los Angeles."
920,Odd Thomas,"Comedy, Fantasy, Horror            ",Stephen Sommers,"['Anton Yelchin', 'Ashley Sommers', 'Leonor Varela', 'Matthew Page']","In a California desert town, a short-order cook with clairvoyant abilities encounters a mysterious man with a link to dark, threatening forces."
921,Something Borrowed,"Comedy, Drama, Romance            ",Luke Greenfield,"['Ginnifer Goodwin', 'Kate Hudson', 'Colin Egglesfield', 'John Krasinski']","Friendships are tested and secrets come to the surface when terminally single Rachel falls for Dex, her best friend Darcy's fiancé."
922,For Your Consideration,Comedy            ,Christopher Guest,"[""Catherine O'Hara"", 'Harry Shearer', 'Parker Posey', 'Christopher Guest']","Three actors learn that their respective performances in the film ""Home for Purim,"" a drama set in the mid-1940s American South, are generating award-season buzz."
923,The Producers,"Comedy, Crime, Musical            ",Susan Stroman,"['Nathan Lane', 'Matthew Broderick', 'Uma Thurman', 'Will Ferrell']","After putting together another Broadway flop, down-on-his-luck Producer Max Bialystock teams up with timid accountant Leo Bloom in a get-rich-quick scheme to put on the world's worst show."
924,Aquamarine,"Comedy, Family, Fantasy            ",Elizabeth Allen Rosenbaum,"['Emma Roberts', 'JoJo', 'Sara Paxton', 'Jake McDorman']",Two teenage girls discover a mermaid in their beach club's swimming pool.
925,Emma,"Comedy, Drama, Romance            ",Douglas McGrath,"['Gwyneth Paltrow', 'James Cosmo', 'Greta Scacchi', 'Alan Cumming']","While matchmaking for friends and neighbours, a young 19th Century Englishwoman nearly misses her own chance at love."
926,Dragnet,"Comedy, Crime            ",Tom Mankiewicz,"['Dan Aykroyd', 'Tom Hanks', 'Christopher Plummer', 'Harry Morgan']","The equally-straight-laced and ""by the book"" nephew of Joe Friday must work with his more laid-back partner to solve a mystery."
927,A Futile and Stupid Gesture,"Biography, Comedy            ",David Wain,"['Frank Gingerich', 'Morgan Gingerich', ""Annette O'Toole"", 'Harry Groener']","In the 1970s and '80s, National Lampoon's success and influence creates a new media empire overseen in part by the brilliant and troubled Douglas Kenney."
928,"Men, Women & Children","Comedy, Drama            ",Jason Reitman,"['Kaitlyn Dever', 'Rosemarie DeWitt', 'Ansel Elgort', 'Jennifer Garner']","A group of high school teenagers and their parents attempt to navigate the many ways the Internet has changed their relationships, their communications, their self-images, and their love lives."
929,Next Friday,Comedy            ,Steve Carr,"['Ice Cube', 'Mike Epps', 'Justin Pierce', 'John Witherspoon']",Uncle Elroy and Day Day owe money on taxes so Craig finds a way to steal from the next door neighbors to pay off the taxes so Uncle Elroy's house doesn't get put up for auction.
930,The Big Year,Comedy            ,David Frankel,"['Owen Wilson', 'Jack Black', 'Steve Martin', 'John Cleese']","Two bird enthusiasts try to defeat the cocky, cutthroat world record holder in a year-long bird-spotting competition."
931,Rise of the Guardians,"Animation, Action, Adventure            ",Peter Ramsey,"['Hugh Jackman', 'Alec Baldwin', 'Isla Fisher', 'Chris Pine']","When the evil spirit Pitch launches an assault on Earth, the Immortal Guardians team up to protect the innocence of children all around the world."
932,Charade,"Comedy, Mystery, Romance            ",Stanley Donen,"['Cary Grant', 'Audrey Hepburn', 'Walter Matthau', 'James Coburn']",Romance and suspense ensue in Paris as a woman is pursued by several men who want a fortune her murdered husband had stolen. Whom can she trust?
933,Life,"Comedy, Crime, Drama            ",Ted Demme,"['Eddie Murphy', 'Martin Lawrence', 'Obba Babatundé', 'Nick Cassavetes']","In 1932, two strangers are wrongfully convicted and develop a strong friendship in prison that lasts them through the 20th century."
934,Coffee & Kareem,"Action, Comedy            ",Michael Dowse,"['Ed Helms', 'Taraji P. Henson', 'Terrence Little Gardenhigh', 'Betty Gilpin']","Twelve-year-old Kareem Manning hires a criminal to scare his mom's new boyfriend -police officer James Coffee - but it backfires, forcing Coffee and Kareem to team up in order to save themselves from Detroit's most ruthless drug kingpin."
935,The Week Of,Comedy            ,Robert Smigel,"['Adam Sandler', 'Chris Rock', 'Steve Buscemi', 'Rachel Dratch']","Two fathers with opposing personalities come together to celebrate the wedding of their children. They are forced to spend the longest week of their lives together, and the big day cannot come soon enough."
936,The Boss Baby,"Animation, Adventure, Comedy            ",Tom McGrath,"['Alec Baldwin', 'Steve Buscemi', 'Jimmy Kimmel', 'Lisa Kudrow']","A suit-wearing, briefcase-carrying baby pairs up with his 7-year old brother to stop the dastardly plot of the CEO of Puppy Co."
937,Filth,"Comedy, Crime, Drama            ",Jon S. Baird,"['James McAvoy', 'Jamie Bell', 'Eddie Marsan', 'Imogen Poots']","A corrupt, junkie cop with bipolar disorder attempts to manipulate his way through a promotion in order to win back his wife and daughter while also fighting his own inner demons."
938,Speed Racer,"Action, Adventure, Comedy            ",Lana Wachowski,"['Lilly Wachowski', 'Emile Hirsch', 'Matthew Fox', 'Christina Ricci', 'Nicholas Elia']","A young driver, Speed Racer, aspires to be champion of the racing world with the help of his family and his high-tech Mach 5 automobile."
939,Now and Then,"Comedy, Drama, Romance            ",Lesli Linka Glatter,"['Christina Ricci', 'Demi Moore', ""Rosie O'Donnell"", 'Thora Birch']",Four 12-year-old girls grow up together during an eventful small-town summer in 1970.
940,Roman Holiday,"Comedy, Romance            ",William Wyler,"['Gregory Peck', 'Audrey Hepburn', 'Eddie Albert', 'Hartley Power']",A bored and sheltered princess escapes her guardians and falls in love with an American newsman in Rome.
941,Ingrid Goes West,"Comedy, Drama            ",Matt Spicer,"['Aubrey Plaza', 'Elizabeth Olsen', ""O'Shea Jackson Jr."", 'Wyatt Russell']",An unhinged social media stalker moves to LA and insinuates herself into the life of an Instagram star.
942,The First Time,"Comedy, Drama, Romance            ",Jonathan Kasdan,"[""Dylan O'Brien"", 'Britt Robertson', 'Victoria Justice', 'James Frecheville']",A shy senior and a down-to-earth junior fall in love over one weekend.
943,Naked,"Comedy, Drama            ",Mike Leigh,"['David Thewlis', 'Lesley Sharp', 'Katrin Cartlidge', 'Greg Cruttwell']","Parallel tales of two sexually obsessed men, one hurting and annoying women physically and mentally, one wandering around the city talking to strangers and experiencing dimensions of life."
944,Vampire Academy,"Action, Comedy, Drama            ",Mark Waters,"['Zoey Deutch', 'Lucy Fry', 'Danila Kozlovsky', 'Gabriel Byrne']","Rose Hathaway is a Dhampir, half human-half vampire, a guardian of the Moroi, peaceful, mortal vampires living discreetly within our world. Her calling is to protect the Moroi from bloodthirsty, immortal Vampires, the Strigoi."
945,The Mexican,"Adventure, Comedy, Crime            ",Gore Verbinski,"['Brad Pitt', 'Julia Roberts', 'James Gandolfini', 'J.K. Simmons']","A man tries to transport an ancient gun called The Mexican, believed to carry a curse, back across the border, while his girlfriend pressures him to give up his criminal ways."
946,"I Love You, Man","Comedy, Romance            ",John Hamburg,"['Paul Rudd', 'Jason Segel', 'Rashida Jones', 'Sarah Burns']","Friendless Peter Klaven goes on a series of man-dates to find a Best Man for his wedding. But, when his insta-bond with his new B.F.F. puts a strain on his relationship with his fiancée, can the trio learn to live happily ever after?"
947,Flipped,"Comedy, Drama, Romance            ",Rob Reiner,"['Madeline Carroll', 'Callan McAuliffe', 'Rebecca De Mornay', 'Anthony Edwards']",Two eighth-graders start to have feelings for each other despite being total opposites.
948,Battle of the Sexes,"Biography, Comedy, Drama            ",Jonathan Dayton,"['Valerie Faris', 'Emma Stone', 'Steve Carell', 'Andrea Riseborough', 'Sarah Silverman']",The true story of the 1973 tennis match between World number one Billie Jean King and ex-champ and serial hustler Bobby Riggs.
949,Mother's Day,"Comedy, Drama, Romance            ",Garry Marshall,"['Jennifer Aniston', 'Kate Hudson', 'Julia Roberts', 'Jason Sudeikis']",Three generations come together in the week leading up to Mother's Day.
950,Creepshow,"Comedy, Fantasy, Horror            ",George A. Romero,"['Hal Holbrook', 'Leslie Nielsen', 'Adrienne Barbeau', 'E.G. Marshall']",An anthology which tells five terrifying tales inspired by the E.C. horror comic books of the 1950s.
951,Mortdecai,"Action, Adventure, Comedy            ",David Koepp,"['Johnny Depp', 'Gwyneth Paltrow', 'Ewan McGregor', 'Olivia Munn']","Juggling angry Russians, the British Mi5, and an international terrorist, debonair art dealer and part-time rogue Charlie Mortdecai races to recover a stolen painting rumored to contain a code that leads to lost gold."
952,Nine to Five,Comedy            ,Colin Higgins,"['Jane Fonda', 'Lily Tomlin', 'Dolly Parton', 'Dabney Coleman']","Three female employees of a sexist, egotistical, lying, hypocritical bigot find a way to turn the tables on him."
953,Made of Honor,"Comedy, Romance            ",Paul Weiland,"['Patrick Dempsey', 'Michelle Monaghan', 'Kevin McKidd', 'Kadeem Hardison']",A guy in love with an engaged woman tries to win her over after she asks him to be her maid of honor.
954,Kurenai no buta,"Animation, Adventure, Comedy            ",Hayao Miyazaki,"['Shûichirô Moriyama', 'Tokiko Katô', 'Bunshi Katsura Vi', 'Tsunehiko Kamijô']","In 1930s Italy, a veteran World War I pilot is cursed to look like an anthropomorphic pig."
955,Lucky Day,"Action, Comedy, Crime            ",Roger Avary,"['Luke Bracey', 'Nina Dobrev', 'Crispin Glover', 'Ella Ryan Quinn']","Red, a safe cracker who has just been released from prison, is trying to hold his family together as his past catches up with him in the form of Luc, a psychopathic contract killer who's seeking revenge for the death of his brother."
956,Fools Rush In,"Comedy, Drama, Romance            ",Andy Tennant,"['Matthew Perry', 'Salma Hayek', 'Jon Tenney', 'Carlos Gómez']","After a one night stand with Alex, Isabel realizes that she is pregnant and they decide to get married. However, along with the marriage comes compromise of one's own cultural traditions."
957,The Pacifier,"Action, Comedy, Drama            ",Adam Shankman,"['Vin Diesel', 'Brittany Snow', 'Max Thieriot', 'Brad Garrett']","Having recovered from wounds received in a failed rescue operation, Navy SEAL Shane Wolfe is handed a new assignment: Protect the five Plummer kids from enemies of their recently deceased father -- a government scientist whose top-secret experiment remains in the kids' house."
958,Evil Dead II,"Comedy, Horror            ",Sam Raimi,"['Bruce Campbell', 'Sarah Berry', 'Dan Hicks', 'Kassie Wesley DePaiva']",The lone survivor of an onslaught of flesh-possessing spirits holes up in a cabin with a group of strangers while the demons continue their attack.
959,Paul Blart: Mall Cop,"Action, Comedy, Crime            ",Steve Carr,"['Kevin James', ""Keir O'Donnell"", 'Jayma Mays', 'Raini Rodriguez']","When a shopping mall is taken over by a gang of organized crooks, it's up to a mild-mannered security guard to save the day."
960,The LEGO Batman Movie,"Animation, Action, Comedy            ",Chris McKay,"['Will Arnett', 'Michael Cera', 'Rosario Dawson', 'Ralph Fiennes']","A cooler-than-ever Bruce Wayne must deal with the usual suspects as they plan to rule Gotham City, while discovering that he has accidentally adopted a teenage orphan who wishes to become his sidekick."
961,Ella Enchanted,"Comedy, Family, Fantasy            ",Tommy O'Haver,"['Anne Hathaway', 'Hugh Dancy', 'Cary Elwes', 'Joanna Lumley']","Ella is under a spell to be constantly obedient, a fact she must hide from her new stepfamily in order to protect the prince of the land, her friend for whom she's falling."
962,The Player,"Comedy, Crime, Drama            ",Robert Altman,"['Tim Robbins', 'Greta Scacchi', 'Fred Ward', 'Whoopi Goldberg']","A Hollywood studio executive is being sent death threats by a writer whose script he rejected, but which one?"
963,Roxanne,"Comedy, Romance            ",Fred Schepisi,"['Steve Martin', 'Daryl Hannah', 'Rick Rossovich', 'Shelley Duvall']",The large-nosed C.D. Bales is in love with the beautiful Roxanne; she falls for his personality but another man's looks.
964,The Love Witch,"Comedy, Horror, Romance            ",Anna Biller,"['Samantha Robinson', 'Jeffrey Vincent Parise', 'Laura Waddell', 'Gian Keys']","A modern-day witch uses spells and magic to get men to fall in love with her, with deadly consequences."
965,Café Society,"Comedy, Drama, Romance            ",Woody Allen,"['Jesse Eisenberg', 'Kristen Stewart', 'Steve Carell', 'Blake Lively']","In the 1930s, a Bronx native moves to Hollywood and falls in love with a young woman who is seeing a married man."
966,Barton Fink,"Comedy, Drama, Thriller            ",Joel Coen,"['Ethan Coen', 'John Turturro', 'John Goodman', 'Judy Davis', 'Michael Lerner']",A renowned New York playwright is enticed to California to write for the movies and discovers the hellish truth of Hollywood.
967,The Rules of Attraction,"Comedy, Drama, Romance            ",Roger Avary,"['James Van Der Beek', 'Ian Somerhalder', 'Shannyn Sossamon', 'Jessica Biel']","The incredibly spoiled and overprivileged students of Camden College are a backdrop for an unusual love triangle between a drug dealer, a virgin and a bisexual classmate."
968,The Road to El Dorado,"Animation, Adventure, Comedy            ",Bibo Bergeron,"['Don Paul', 'Jeffrey Katzenberg', 'Kevin Kline', 'Kenneth Branagh', 'Rosie Perez', 'Armand Assante']","Two swindlers get their hands on a map to the fabled city of gold, El Dorado."
969,Beverly Hills Cop II,"Action, Comedy, Crime            ",Tony Scott,"['Eddie Murphy', 'Judge Reinhold', 'Jürgen Prochnow', 'Ronny Cox']","Axel Foley returns to Beverly Hills to help Taggart and Rosewood investigate Chief Bogomil's near-fatal shooting and the series of ""alphabet crimes"" associated with it."
970,27 Dresses,"Comedy, Romance            ",Anne Fletcher,"['Katherine Heigl', 'James Marsden', 'Malin Akerman', 'Brian Kerwin']","After serving as a bridesmaid 27 times, a young woman wrestles with the idea of standing by her sister's side as her sibling marries the man she's secretly in love with."
