,Title,Genre,Director,Actors,Plot
342,Wounds,"Drama, Horror, Mystery            ",Babak Anvari,"['Armie Hammer', 'Zazie Beetz', 'Karl Glusman', 'Christin Rankins']",Disturbing and mysterious things begin to happen to a bartender in New Orleans after he picks up a phone left behind at his bar.
343,Self/less,"Action, Mystery, Sci-Fi            ",Tarsem Singh,"['Ryan Reynolds', 'Natalie Martinez', 'Matthew Goode', 'Ben Kingsley']","A dying real estate mogul transfers his consciousness into a healthy young body, but soon finds that neither the procedure nor the company that performed it are quite what they seem."
344,You're Next,"Horror, Mystery, Thriller            ",Adam Wingard,"['Sharni Vinson', 'Joe Swanberg', 'AJ Bowen', 'Nicholas Tucci']","When the Davison family comes under attack during their wedding anniversary getaway, the gang of mysterious killers soon learns that one of the victims harbors a secret talent for fighting back."
345,Z,"Horror, Mystery, Thriller            ",Brandon Christensen,"['Keegan Connor Tracy', 'Jett Klyne', 'Sean Rogerson', 'Sara Canning']",A family find themselves terrorized by their eight-year-old son's imaginary friend.
346,The Possession,"Horror, Mystery, Thriller            ",Ole Bornedal,"['Natasha Calis', 'Jeffrey Dean Morgan', 'Kyra Sedgwick', 'Madison Davenport']","A young girl buys an antique box at a yard sale, unaware that inside the collectible lives a malicious ancient spirit. The girl's father teams with his ex-wife to find a way to end the curse upon their child."
347,A Nightmare on Elm Street,"Crime, Drama, Horror            ",Samuel Bayer,"['Jackie Earle Haley', 'Rooney Mara', 'Kyle Gallner', 'Katie Cassidy']","The spectre of a disfigured man haunts the children of the parents who murdered him, stalking and killing them in their dreams."
348,Mute,"Mystery, Sci-Fi, Thriller            ",Duncan Jones,"['Alexander Skarsgård', 'Paul Rudd', 'Justin Theroux', 'Levi Eisenblätter']",A mute bartender goes up against his city's gangsters in an effort to find out what happened to his missing partner.
349,Daniel Isn't Real,"Fantasy, Horror, Mystery            ",Adam Egypt Mortimer,"['Miles Robbins', 'Patrick Schwarzenegger', 'Sasha Lane', 'Mary Stuart Masterson']","A troubled college freshman, Luke, suffers a violent family trauma. He then resurrects his charismatic childhood imaginary friend Daniel to help him cope, not realizing how dangerous Daniel is."
350,Cam,"Horror, Mystery, Thriller            ",Daniel Goldhaber,"['Madeline Brewer', 'Patch Darragh', 'Melora Walters', 'Devin Druid']","Alice, an ambitious camgirl, wakes up one day to discover she's been replaced on her show with an exact replica of herself."
351,The Bye Bye Man,"Drama, Fantasy, Horror            ",Stacy Title,"['Douglas Smith', 'Lucien Laviscount', 'Cressida Bonas', 'Michael Trucco']",Three friends stumble upon the horrific origins of a mysterious figure they discover is the root cause of the evil behind unspeakable acts.
352,Winter's Bone,"Drama, Mystery            ",Debra Granik,"['Jennifer Lawrence', 'John Hawkes', 'Garret Dillahunt', 'Isaiah Stone']",An unflinching Ozark Mountain girl hacks through dangerous social terrain as she hunts down her drug-dealing father while trying to keep her family intact.
353,Young Sherlock Holmes,"Adventure, Fantasy, Mystery            ",Barry Levinson,"['Nicholas Rowe', 'Alan Cox', 'Sophie Ward', 'Anthony Higgins']","When assorted people start having inexplicable delusions that lead to their deaths, a teenage Sherlock Holmes decides to investigate."
354,Stoker,"Drama, Mystery, Thriller            ",Chan-wook Park,"['Mia Wasikowska', 'Nicole Kidman', 'Matthew Goode', 'Dermot Mulroney']","After India's father dies, her Uncle Charlie, whom she never knew existed, comes to live with her and her unstable mother. She comes to suspect this mysterious, charming man has ulterior motives and becomes increasingly infatuated with him."
355,The Happening,"Drama, Mystery, Sci-Fi            ",M. Night Shyamalan,"['Mark Wahlberg', 'Zooey Deschanel', 'John Leguizamo', 'Ashlyn Sanchez']","A science teacher, his wife, and a young girl struggle to survive a plague that causes those infected to commit suicide."
356,Midnight Special,"Drama, Mystery, Sci-Fi            ",Jeff Nichols,"['Michael Shannon', 'Joel Edgerton', 'Kirsten Dunst', 'Adam Driver']","A father and son go on the run, pursued by the government and a cult drawn to the child's special powers."
357,Let Me In,"Drama, Fantasy, Horror            ",Matt Reeves,"['Kodi Smit-McPhee', 'Chloë Grace Moretz', 'Richard Jenkins', 'Cara Buono']",A bullied young boy befriends a young female vampire who lives in secrecy with her guardian.
358,Rope,"Crime, Drama, Mystery            ",Alfred Hitchcock,"['James Stewart', 'John Dall', 'Farley Granger', 'Dick Hogan']",Two men attempt to prove they committed the perfect crime by hosting a dinner party after strangling their former classmate to death.
359,The Glass House,"Crime, Drama, Mystery            ",Daniel Sackheim,"['Diane Lane', 'Leelee Sobieski', 'Stellan Skarsgård', 'Bruce Dern']",An orphaned teenager is taken in by a Malibu couple but discovers they aren't the caring friends they seemed to be.
360,The Skeleton Key,"Drama, Horror, Mystery            ",Iain Softley,"['Kate Hudson', 'Peter Sarsgaard', 'Joy Bryant', 'Gena Rowlands']",A hospice nurse working at a spooky New Orleans plantation home finds herself entangled in a mystery involving the house's dark past.
361,Fire in the Sky,"Biography, Drama, Fantasy            ",Robert Lieberman,"['D.B. Sweeney', 'Robert Patrick', 'Craig Sheffer', 'Peter Berg']",An Arizona logger mysteriously disappears for five days in an alleged encounter with a flying saucer in 1975. His co-workers endure ridicule and contempt as they are wrongly accused of murder.
362,Odd Thomas,"Comedy, Fantasy, Horror            ",Stephen Sommers,"['Anton Yelchin', 'Ashley Sommers', 'Leonor Varela', 'Matthew Page']","In a California desert town, a short-order cook with clairvoyant abilities encounters a mysterious man with a link to dark, threatening forces."
363,Stealing Beauty,"Drama, Mystery, Romance            ",Bernardo Bertolucci,"['Jeremy Irons', 'Liv Tyler', 'Carlo Cecchi', 'Sinéad Cusack']","After her mother commits suicide, a young woman travels to Italy in search of love, truth and a deeper connection with herself."
364,The Souvenir,"Drama, Mystery, Romance            ",Joanna Hogg,"['Neil Young', 'Tosin Cole', 'Jack McMullen', 'Frankie Wilson']",A young film student in the early '80s becomes romantically involved with a complicated and untrustworthy man.
365,The Lucky One,"Drama, Mystery, Romance            ",Scott Hicks,"['Zac Efron', 'Taylor Schilling', 'Blythe Danner', 'Riley Thomas Stewart']",A Marine travels to Louisiana after serving three tours in Iraq and searches for the unknown woman he believes was his good luck charm during the war.
366,Charade,"Comedy, Mystery, Romance            ",Stanley Donen,"['Cary Grant', 'Audrey Hepburn', 'Walter Matthau', 'James Coburn']",Romance and suspense ensue in Paris as a woman is pursued by several men who want a fortune her murdered husband had stolen. Whom can she trust?
367,First Reformed,"Drama, Mystery, Thriller            ",Paul Schrader,"['Ethan Hawke', 'Amanda Seyfried', 'Cedric the Entertainer', 'Victoria Hill']","A minister of a small congregation in upstate New York grapples with mounting despair brought on by tragedy, worldly concerns and a tormented past."
368,Dead Silence,"Horror, Mystery, Thriller            ",James Wan,"['Ryan Kwanten', 'Amber Valletta', 'Donnie Wahlberg', 'Michael Fairman']","A young widower returns to his hometown to search for answers to his wife's murder, which may be linked to the ghost of a murdered ventriloquist."
369,Solace,"Crime, Drama, Mystery            ",Afonso Poyart,"['Anthony Hopkins', 'Jeffrey Dean Morgan', 'Abbie Cornish', 'Colin Farrell']",Psychic John Clancy (Sir Anthony Hopkins) works with the F.B.I. in order to hunt down a serial killer.
370,Brimstone,"Drama, Mystery, Thriller            ",Martin Koolhoven,"['Guy Pearce', 'Dakota Fanning', 'Emilia Jones', 'Carice van Houten']","From the moment the new reverend climbs the pulpit, Liz knows she and her family are in great danger."
371,Vampire Academy,"Action, Comedy, Drama            ",Mark Waters,"['Zoey Deutch', 'Lucy Fry', 'Danila Kozlovsky', 'Gabriel Byrne']","Rose Hathaway is a Dhampir, half human-half vampire, a guardian of the Moroi, peaceful, mortal vampires living discreetly within our world. Her calling is to protect the Moroi from bloodthirsty, immortal Vampires, the Strigoi."
372,From Hell,"Horror, Mystery, Thriller            ",Albert Hughes,"['Allen Hughes', 'Johnny Depp', 'Heather Graham', 'Ian Holm', 'Robbie Coltrane']","In Victorian-era London, a troubled clairvoyant police detective investigates the murders of Jack the Ripper."
373,Mortdecai,"Action, Adventure, Comedy            ",David Koepp,"['Johnny Depp', 'Gwyneth Paltrow', 'Ewan McGregor', 'Olivia Munn']","Juggling angry Russians, the British Mi5, and an international terrorist, debonair art dealer and part-time rogue Charlie Mortdecai races to recover a stolen painting rumored to contain a code that leads to lost gold."
374,1408,"Fantasy, Horror, Mystery            ",Mikael Håfström,"['John Cusack', 'Samuel L. Jackson', 'Mary McCormack', 'Tony Shalhoub']","A man who specialises in debunking paranormal occurrences checks into the fabled room 1408 in the Dolphin Hotel. Soon after settling in, he confronts genuine terror."
375,Friday the 13th Part 2,"Horror, Mystery, Thriller            ",Steve Miner,"['Betsy Palmer', 'Amy Steel', 'John Furey', 'Adrienne King']","Mrs. Voorhees is dead, and Camp Crystal Lake is shut down, but a camp next to the infamous place is stalked by an unknown assailant."
376,Jacob's Ladder,"Drama, Horror, Mystery            ",Adrian Lyne,"['Tim Robbins', 'Elizabeth Peña', 'Danny Aiello', 'Matt Craven']","Mourning his dead child, a haunted Vietnam War veteran attempts to uncover his past while suffering from a severe case of dissociation. To do so, he must decipher reality and life from his own dreams, delusions, and perceptions of death."
377,The Relic,"Horror, Mystery, Sci-Fi            ",Peter Hyams,"['Penelope Ann Miller', 'Tom Sizemore', 'Linda Hunt', 'James Whitmore']","A homicide detective and an anthropologist try to destroy a South American lizard-like god, who's on a people eating rampage in a Chicago museum."
378,Murder on the Orient Express,"Crime, Drama, Mystery            ",Sidney Lumet,"['Albert Finney', 'Lauren Bacall', 'Ingrid Bergman', 'Sean Connery']","In December 1935, when his train is stopped by deep snow, detective Hercule Poirot is called on to solve a murder that occurred in his car the night before."
379,Girl on the Third Floor,"Drama, Horror, Mystery            ",Travis Stevens,"['C.M. Punk', 'Trieste Kelly Dunn', 'Sarah Brooks', 'Elissa Dowling']","Don Koch tries to renovate a rundown mansion with a sordid history for his growing family, only to learn that the house has other plans."
380,Stir of Echoes,"Horror, Mystery, Thriller            ",David Koepp,"['Kevin Bacon', 'Zachary David Cope', 'Kathryn Erbe', 'Illeana Douglas']","After being hypnotized by his sister-in-law, a man begins seeing haunting visions of a girl's ghost and a mystery begins to unfold around him."
381,Three Days of the Condor,"Mystery, Thriller            ",Sydney Pollack,"['Robert Redford', 'Faye Dunaway', 'Cliff Robertson', 'Max von Sydow']","A bookish CIA researcher finds all his co-workers dead, and must outwit those responsible until he figures out who he can really trust."
382,The Wolf Hour,"Drama, Mystery, Thriller            ",Alistair Banks Griffin,"['Naomi Watts', 'Jennifer Ehle', 'Brennan Brown', 'Emory Cohen']","June was once a known counter-culture figure, but that was a decade ago. She now lives alone in her South Bronx apartment, having all but cut herself off from the outside world. It's the ...                See full summary »
"
383,Insidious: Chapter 3,"Horror, Mystery, Thriller            ",Leigh Whannell,"['Dermot Mulroney', 'Stefanie Scott', 'Angus Sampson', 'Leigh Whannell']",A prequel set before the haunting of the Lambert family that reveals how gifted psychic Elise Rainier reluctantly agrees to use her ability to contact the dead in order to help a teenage girl who has been targeted by a dangerous supernatural entity.
